JobIDRaw|Account|User|State|Partition|ReqCPUS|ReqMem|Timelimit|Submit|Start|End|NodeList|ReqTRES|Reason
4933|hpc|user.4|COMPLETED|gpu|14|76G|3-00:00:00|2023-03-28T21:07:49|2023-03-28T21:39:49|2023-03-29T20:13:49|gpunode9|billing=10,cpu=14,gres/gpu=1,mem=76G,node=1|None
4934|hpc|user.11|COMPLETED|gpu|17|539G|3-00:00:00|2023-03-28T23:11:49|2023-03-29T07:00:49|2023-03-30T06:12:49|gpunode10|billing=10,cpu=17,gres/gpu=11,mem=539G,node=1|None
4935|hpc|user.11|COMPLETED|gpu|17|539G|3-00:00:00|2023-03-28T23:32:49|2023-03-29T01:31:49|2023-03-29T23:17:49|gpunode10|billing=10,cpu=17,gres/gpu=16,mem=539G,node=1|None
4936|hpc|user.18|COMPLETED|cpu|18|46G|3-00:00:00|2023-03-29T22:37:49|2023-03-30T01:07:49|2023-03-30T04:37:49|node1|billing=10,cpu=18,mem=46G,node=1|None
4937|hpc|user.21|COMPLETED|cpu|82|35G|3-00:00:00|2023-03-29T23:22:49|2023-03-30T03:02:49|2023-03-30T04:26:49|node2|billing=10,cpu=82,mem=35G,node=1|None
4938|hpc|user.34|COMPLETED|cpu|37|296G|3-00:00:00|2023-03-29T23:09:49|2023-03-30T00:00:49|2023-03-30T02:27:49|node3|billing=10,cpu=37,mem=296G,node=1|Dependency
4939|hpc|user.25|COMPLETED|cpu|29|381G|3-00:00:00|2023-03-29T23:40:49|2023-03-30T00:36:49|2023-03-30T22:14:49|node4|billing=10,cpu=29,mem=381G,node=1|Dependency
4940|hpc|user.16|COMPLETED|cpu|7|10G|3-00:00:00|2023-03-29T22:37:49|2023-03-29T23:21:49|2023-03-30T06:18:49|node5|billing=10,cpu=7,mem=10G,node=1|None
4941|hpc|user.35|COMPLETED|cpu|64|407G|3-00:00:00|2023-03-29T21:17:49|2023-03-29T21:18:49|2023-03-30T14:52:49|node6|billing=10,cpu=64,mem=407G,node=1|None
4942|hpc|user.50|COMPLETED|cpu|40|370G|3-00:00:00|2023-03-29T23:03:49|2023-03-30T02:29:49|2023-03-30T08:46:49|node7|billing=10,cpu=40,mem=370G,node=1|None
4943|hpc|user.58|COMPLETED|cpu|30|522G|3-00:00:00|2023-03-29T22:32:49|2023-03-30T02:15:49|2023-03-30T13:47:49|node8|billing=10,cpu=30,mem=522G,node=1|ReqNodeNotAvail
4944|hpc|user.73|COMPLETED|cpu|19|7G|3-00:00:00|2023-03-30T00:23:49|2023-03-30T03:06:49|2023-03-31T01:21:49|node9|billing=10,cpu=19,mem=7G,node=1|None
4945|hpc|user.34|COMPLETED|cpu|54|64G|3-00:00:00|2023-03-29T22:47:49|2023-03-30T01:11:49|2023-03-30T22:23:49|node10|billing=10,cpu=54,mem=64G,node=1|ReqNodeNotAvail
4946|hpc|user.27|COMPLETED|gpu|1|258G|3-00:00:00|2023-03-29T23:23:49|2023-03-30T02:25:49|2023-03-31T01:44:49|gpunode1|billing=10,cpu=1,gres/gpu=1,mem=258G,node=1|None
4947|hpc|user.22|COMPLETED|gpu|19|49G|3-00:00:00|2023-03-29T21:04:49|2023-03-30T00:13:49|2023-03-30T22:49:49|gpunode2|billing=10,cpu=19,gres/gpu=2,mem=49G,node=1|None
4948|hpc|user.3|COMPLETED|gpu|5|102G|3-00:00:00|2023-03-29T21:45:49|2023-03-29T23:26:49|2023-03-30T11:08:49|gpunode3|billing=10,cpu=5,gres/gpu=1,mem=102G,node=1|None
4949|hpc|user.5|COMPLETED|gpu|87|978G|3-00:00:00|2023-03-30T00:27:49|2023-03-30T01:31:49|2023-03-30T12:23:49|gpunode4|billing=10,cpu=87,gres/gpu=11,mem=978G,node=1|None
4950|hpc|user.5|COMPLETED|gpu|87|978G|3-00:00:00|2023-03-30T00:07:49|2023-03-30T04:48:49|2023-03-30T21:04:49|gpunode4|billing=10,cpu=87,gres/gpu=10,mem=978G,node=1|None
4951|hpc|user.40|COMPLETED|gpu|44|29G|3-00:00:00|2023-03-29T22:13:49|2023-03-30T01:53:49|2023-03-31T00:46:49|gpunode5|billing=10,cpu=44,gres/gpu=2,mem=29G,node=1|None
4952|hpc|user.80|COMPLETED|gpu|21|55G|3-00:00:00|2023-03-30T00:08:49|2023-03-30T03:24:49|2023-03-30T03:38:49|gpunode6|billing=10,cpu=21,gres/gpu=4,mem=55G,node=1|None
4953|hpc|user.9|COMPLETED|gpu|6|227G|3-00:00:00|2023-03-29T23:02:49|2023-03-30T00:53:49|2023-03-30T12:50:49|gpunode7|billing=10,cpu=6,gres/gpu=1,mem=227G,node=1|QOSMaxJobsPerUserLimit
4954|hpc|user.78|COMPLETED|gpu|17|1306G|3-00:00:00|2023-03-30T00:45:49|2023-03-30T08:08:49|2023-03-30T23:14:49|gpunode8|billing=10,cpu=17,gres/gpu=14,mem=1306G,node=1|None
4955|hpc|user.78|COMPLETED|gpu|17|1306G|3-00:00:00|2023-03-29T22:14:49|2023-03-29T22:15:49|2023-03-30T03:00:49|gpunode8|billing=10,cpu=17,gres/gpu=16,mem=1306G,node=1|ReqNodeNotAvail
4956|hpc|user.71|COMPLETED|gpu|1|39G|3-00:00:00|2023-03-29T22:29:49|2023-03-29T23:22:49|2023-03-30T15:28:49|gpunode9|billing=10,cpu=1,gres/gpu=1,mem=39G,node=1|QOSMaxJobsPerUserLimit
4957|hpc|user.91|COMPLETED|gpu|78|924G|3-00:00:00|2023-03-30T00:11:49|2023-03-30T04:14:49|2023-03-30T10:32:49|gpunode10|billing=10,cpu=78,gres/gpu=15,mem=924G,node=1|None
4958|hpc|user.91|COMPLETED|gpu|78|924G|3-00:00:00|2023-03-29T21:08:49|2023-03-30T04:08:49|2023-03-30T11:52:49|gpunode10|billing=10,cpu=78,gres/gpu=11,mem=924G,node=1|QOSMaxJobsPerUserLimit
4959|hpc|user.5|COMPLETED|cpu|5|5G|3-00:00:00|2023-03-30T23:57:49|2023-03-31T02:17:49|2023-03-31T19:02:49|node1|billing=10,cpu=5,mem=5G,node=1|None
4960|hpc|user.99|COMPLETED|cpu|72|150G|3-00:00:00|2023-03-30T23:11:49|2023-03-31T02:09:49|2023-03-31T11:41:49|node2|billing=10,cpu=72,mem=150G,node=1|None
4961|hpc|user.63|COMPLETED|cpu|30|1G|3-00:00:00|2023-03-31T00:30:49|2023-03-31T00:35:49|2023-03-31T09:05:49|node3|billing=10,cpu=30,mem=1G,node=1|None
4962|hpc|user.56|COMPLETED|cpu|5|77G|3-00:00:00|2023-03-30T22:45:49|2023-03-31T01:01:49|2023-03-31T16:41:49|node4|billing=10,cpu=5,mem=77G,node=1|ReqNodeNotAvail
4963|hpc|user.44|COMPLETED|cpu|21|50G|3-00:00:00|2023-03-30T21:16:49|2023-03-30T21:43:49|2023-03-31T07:28:49|node5|billing=10,cpu=21,mem=50G,node=1|Dependency
4964|hpc|user.16|COMPLETED|cpu|21|82G|3-00:00:00|2023-03-30T21:52:49|2023-03-30T22:20:49|2023-03-31T03:15:49|node6|billing=10,cpu=21,mem=82G,node=1|QOSMaxJobsPerUserLimit
4965|hpc|user.94|COMPLETED|cpu|43|345G|3-00:00:00|2023-03-30T23:52:49|2023-03-31T00:43:49|2023-03-31T06:36:49|node7|billing=10,cpu=43,mem=345G,node=1|None
4966|hpc|user.37|COMPLETED|cpu|28|377G|3-00:00:00|2023-03-30T21:33:49|2023-03-31T00:56:49|2023-03-31T12:05:49|node8|billing=10,cpu=28,mem=377G,node=1|None
4967|hpc|user.23|COMPLETED|cpu|1|31G|3-00:00:00|2023-03-30T23:07:49|2023-03-31T02:49:49|2023-03-31T15:13:49|node9|billing=10,cpu=1,mem=31G,node=1|None
4968|hpc|user.40|COMPLETED|cpu|13|436G|3-00:00:00|2023-03-30T22:03:49|2023-03-31T01:23:49|2023-03-31T03:43:49|node10|billing=10,cpu=13,mem=436G,node=1|None
4969|hpc|user.18|COMPLETED|gpu|10|213G|3-00:00:00|2023-03-31T00:40:49|2023-03-31T04:06:49|2023-03-31T13:42:49|gpunode1|billing=10,cpu=10,gres/gpu=1,mem=213G,node=1|None
4970|hpc|user.28|COMPLETED|gpu|1|58G|3-00:00:00|2023-03-30T23:07:49|2023-03-31T01:07:49|2023-03-31T19:21:49|gpunode2|billing=10,cpu=1,gres/gpu=4,mem=58G,node=1|None
4971|hpc|user.3|COMPLETED|gpu|2|95G|3-00:00:00|2023-03-30T21:02:49|2023-03-31T00:17:49|2023-03-31T23:47:49|gpunode3|billing=10,cpu=2,gres/gpu=2,mem=95G,node=1|Dependency
4972|hpc|user.75|COMPLETED|gpu|27|1321G|3-00:00:00|2023-03-30T23:50:49|2023-03-31T02:05:49|2023-03-31T17:57:49|gpunode4|billing=10,cpu=27,gres/gpu=10,mem=1321G,node=1|None
4973|hpc|user.75|COMPLETED|gpu|27|1321G|3-00:00:00|2023-03-31T00:20:49|2023-03-31T06:57:49|2023-03-31T18:22:49|gpunode4|billing=10,cpu=27,gres/gpu=12,mem=1321G,node=1|None
4974|hpc|user.48|COMPLETED|gpu|27|62G|3-00:00:00|2023-03-30T22:02:49|2023-03-31T00:07:49|2023-03-31T18:17:49|gpunode5|billing=10,cpu=27,gres/gpu=1,mem=62G,node=1|None
4975|hpc|user.64|COMPLETED|gpu|2|61G|3-00:00:00|2023-03-30T22:58:49|2023-03-31T01:50:49|2023-03-31T12:42:49|gpunode6|billing=10,cpu=2,gres/gpu=2,mem=61G,node=1|QOSMaxJobsPerUserLimit
4976|hpc|user.27|COMPLETED|gpu|4|141G|3-00:00:00|2023-03-31T00:07:49|2023-03-31T03:52:49|2023-03-31T15:38:49|gpunode7|billing=10,cpu=4,gres/gpu=1,mem=141G,node=1|Dependency
4977|hpc|user.25|COMPLETED|gpu|5|1136G|3-00:00:00|2023-03-30T21:44:49|2023-03-31T01:51:49|2023-03-31T16:22:49|gpunode8|billing=10,cpu=5,gres/gpu=10,mem=1136G,node=1|None
4978|hpc|user.25|COMPLETED|gpu|5|1136G|3-00:00:00|2023-03-30T22:12:49|2023-03-31T02:00:49|2023-03-31T16:47:49|gpunode8|billing=10,cpu=5,gres/gpu=13,mem=1136G,node=1|None
4979|hpc|user.31|COMPLETED|gpu|3|146G|3-00:00:00|2023-03-30T22:45:49|2023-03-31T00:00:49|2023-03-31T11:03:49|gpunode9|billing=10,cpu=3,gres/gpu=2,mem=146G,node=1|None
4980|hpc|user.62|COMPLETED|gpu|80|1020G|3-00:00:00|2023-03-31T00:25:49|2023-03-31T08:04:49|2023-03-31T18:59:49|gpunode10|billing=10,cpu=80,gres/gpu=12,mem=1020G,node=1|None
4981|hpc|user.62|COMPLETED|gpu|80|1020G|3-00:00:00|2023-03-31T00:22:49|2023-03-31T04:13:49|2023-03-31T21:31:49|gpunode10|billing=10,cpu=80,gres/gpu=15,mem=1020G,node=1|None
4982|hpc|user.23|COMPLETED|cpu|1|13G|3-00:00:00|2023-03-31T22:45:49|2023-03-31T23:20:49|2023-04-01T19:49:49|node1|billing=10,cpu=1,mem=13G,node=1|None
4983|hpc|user.87|COMPLETED|cpu|58|593G|3-00:00:00|2023-03-31T22:37:49|2023-04-01T01:21:49|2023-04-01T02:08:49|node2|billing=10,cpu=58,mem=593G,node=1|None
4984|hpc|user.1|COMPLETED|cpu|1|371G|3-00:00:00|2023-03-31T21:50:49|2023-03-31T23:18:49|2023-04-01T02:24:49|node3|billing=10,cpu=1,mem=371G,node=1|None
4985|hpc|user.90|COMPLETED|cpu|4|571G|3-00:00:00|2023-04-01T00:02:49|2023-04-01T03:14:49|2023-04-01T23:40:49|node4|billing=10,cpu=4,mem=571G,node=1|None
4986|hpc|user.75|COMPLETED|cpu|10|30G|3-00:00:00|2023-03-31T23:05:49|2023-04-01T01:58:49|2023-04-01T17:03:49|node5|billing=10,cpu=10,mem=30G,node=1|None
4987|hpc|user.79|COMPLETED|cpu|78|506G|3-00:00:00|2023-03-31T21:15:49|2023-03-31T23:57:49|2023-04-01T04:43:49|node6|billing=10,cpu=78,mem=506G,node=1|None
4988|hpc|user.89|COMPLETED|cpu|30|160G|3-00:00:00|2023-04-01T00:11:49|2023-04-01T02:41:49|2023-04-01T04:06:49|node7|billing=10,cpu=30,mem=160G,node=1|ReqNodeNotAvail
4989|hpc|user.71|COMPLETED|cpu|28|650G|3-00:00:00|2023-03-31T21:34:49|2023-03-31T22:59:49|2023-04-01T16:09:49|node8|billing=10,cpu=28,mem=650G,node=1|None
4990|hpc|user.19|COMPLETED|cpu|3|35G|3-00:00:00|2023-04-01T00:55:49|2023-04-01T04:41:49|2023-04-01T06:28:49|node9|billing=10,cpu=3,mem=35G,node=1|QOSMaxJobsPerUserLimit
4991|hpc|user.78|COMPLETED|cpu|17|369G|3-00:00:00|2023-04-01T00:12:49|2023-04-01T04:01:49|2023-04-01T12:30:49|node10|billing=10,cpu=17,mem=369G,node=1|None
4992|hpc|user.33|COMPLETED|gpu|43|220G|3-00:00:00|2023-03-31T23:39:49|2023-04-01T02:17:49|2023-04-02T02:12:49|gpunode1|billing=10,cpu=43,gres/gpu=1,mem=220G,node=1|None
4993|hpc|user.36|COMPLETED|gpu|8|49G|3-00:00:00|2023-03-31T20:59:49|2023-03-31T21:36:49|2023-04-01T03:38:49|gpunode2|billing=10,cpu=8,gres/gpu=3,mem=49G,node=1|None
4994|hpc|user.9|COMPLETED|gpu|18|26G|3-00:00:00|2023-03-31T20:56:49|2023-03-31T22:02:49|2023-04-01T14:19:49|gpunode3|billing=10,cpu=18,gres/gpu=2,mem=26G,node=1|ReqNodeNotAvail
4995|hpc|user.42|COMPLETED|gpu|104|822G|3-00:00:00|2023-04-01T00:51:49|2023-04-01T04:27:49|2023-04-01T23:26:49|gpunode4|billing=10,cpu=104,gres/gpu=15,mem=822G,node=1|Dependency
4996|hpc|user.42|COMPLETED|gpu|104|822G|3-00:00:00|2023-03-31T23:36:49|2023-04-01T01:13:49|2023-04-02T01:02:49|gpunode4|billing=10,cpu=104,gres/gpu=12,mem=822G,node=1|None
4997|hpc|user.36|COMPLETED|gpu|22|64G|3-00:00:00|2023-03-31T23:08:49|2023-04-01T02:34:49|2023-04-01T02:40:49|gpunode5|billing=10,cpu=22,gres/gpu=1,mem=64G,node=1|None
4998|hpc|user.35|COMPLETED|gpu|14|16G|3-00:00:00|2023-03-31T21:06:49|2023-04-01T00:09:49|2023-04-01T03:41:49|gpunode6|billing=10,cpu=14,gres/gpu=4,mem=16G,node=1|None
4999|hpc|user.41|COMPLETED|gpu|16|20G|3-00:00:00|2023-03-31T23:00:49|2023-04-01T00:44:49|2023-04-01T17:41:49|gpunode7|billing=10,cpu=16,gres/gpu=1,mem=20G,node=1|ReqNodeNotAvail
5000|hpc|user.44|COMPLETED|gpu|21|795G|3-00:00:00|2023-03-31T23:51:49|2023-04-01T04:51:49|2023-04-01T23:51:49|gpunode8|billing=10,cpu=21,gres/gpu=16,mem=795G,node=1|None
5001|hpc|user.44|COMPLETED|gpu|21|795G|3-00:00:00|2023-03-31T21:47:49|2023-04-01T00:11:49|2023-04-01T07:17:49|gpunode8|billing=10,cpu=21,gres/gpu=13,mem=795G,node=1|Dependency
5002|hpc|user.31|COMPLETED|gpu|17|83G|3-00:00:00|2023-03-31T23:48:49|2023-04-01T01:34:49|2023-04-01T19:56:49|gpunode9|billing=10,cpu=17,gres/gpu=2,mem=83G,node=1|ReqNodeNotAvail
5003|hpc|user.63|COMPLETED|gpu|28|481G|3-00:00:00|2023-03-31T23:18:49|2023-04-01T07:17:49|2023-04-02T02:57:49|gpunode10|billing=10,cpu=28,gres/gpu=16,mem=481G,node=1|None
5004|hpc|user.63|COMPLETED|gpu|28|481G|3-00:00:00|2023-03-31T23:15:49|2023-04-01T00:21:49|2023-04-01T17:18:49|gpunode10|billing=10,cpu=28,gres/gpu=13,mem=481G,node=1|None
5005|hpc|user.16|COMPLETED|cpu|18|14G|3-00:00:00|2023-04-01T22:57:49|2023-04-01T23:46:49|2023-04-02T19:02:49|node1|billing=10,cpu=18,mem=14G,node=1|None
5006|hpc|user.8|COMPLETED|cpu|34|199G|3-00:00:00|2023-04-01T23:50:49|2023-04-02T00:17:49|2023-04-02T09:21:49|node2|billing=10,cpu=34,mem=199G,node=1|Dependency
5007|hpc|user.100|COMPLETED|cpu|34|14G|3-00:00:00|2023-04-01T23:04:49|2023-04-02T00:24:49|2023-04-02T23:12:49|node3|billing=10,cpu=34,mem=14G,node=1|None
5008|hpc|user.2|COMPLETED|cpu|20|153G|3-00:00:00|2023-04-01T23:48:49|2023-04-02T00:37:49|2023-04-02T00:54:49|node4|billing=10,cpu=20,mem=153G,node=1|QOSMaxJobsPerUserLimit
5009|hpc|user.51|COMPLETED|cpu|5|12G|3-00:00:00|2023-04-01T23:34:49|2023-04-02T02:07:49|2023-04-02T13:37:49|node5|billing=10,cpu=5,mem=12G,node=1|Dependency
5010|hpc|user.64|COMPLETED|cpu|47|270G|3-00:00:00|2023-04-01T23:09:49|2023-04-02T01:37:49|2023-04-02T09:16:49|node6|billing=10,cpu=47,mem=270G,node=1|None
5011|hpc|user.100|COMPLETED|cpu|6|297G|3-00:00:00|2023-04-02T00:52:49|2023-04-02T04:21:49|2023-04-03T00:45:49|node7|billing=10,cpu=6,mem=297G,node=1|None
5012|hpc|user.46|COMPLETED|cpu|15|318G|3-00:00:00|2023-04-02T00:49:49|2023-04-02T03:25:49|2023-04-03T00:08:49|node8|billing=10,cpu=15,mem=318G,node=1|ReqNodeNotAvail
5013|hpc|user.16|COMPLETED|cpu|14|30G|3-00:00:00|2023-04-02T00:29:49|2023-04-02T03:27:49|2023-04-02T20:34:49|node9|billing=10,cpu=14,mem=30G,node=1|None
5014|hpc|user.52|COMPLETED|cpu|39|179G|3-00:00:00|2023-04-01T23:14:49|2023-04-01T23:45:49|2023-04-02T21:08:49|node10|billing=10,cpu=39,mem=179G,node=1|None
5015|hpc|user.97|COMPLETED|gpu|52|316G|3-00:00:00|2023-04-01T22:40:49|2023-04-02T01:49:49|2023-04-02T16:15:49|gpunode1|billing=10,cpu=52,gres/gpu=2,mem=316G,node=1|None
5016|hpc|user.17|COMPLETED|gpu|5|32G|3-00:00:00|2023-04-02T00:15:49|2023-04-02T00:40:49|2023-04-02T10:17:49|gpunode2|billing=10,cpu=5,gres/gpu=3,mem=32G,node=1|None
5017|hpc|user.1|COMPLETED|gpu|13|29G|3-00:00:00|2023-04-01T22:29:49|2023-04-02T01:07:49|2023-04-02T08:32:49|gpunode3|billing=10,cpu=13,gres/gpu=1,mem=29G,node=1|None
5018|hpc|user.80|COMPLETED|gpu|5|523G|3-00:00:00|2023-04-01T21:42:49|2023-04-01T22:35:49|2023-04-02T15:17:49|gpunode4|billing=10,cpu=5,gres/gpu=12,mem=523G,node=1|None
5019|hpc|user.80|COMPLETED|gpu|5|523G|3-00:00:00|2023-04-01T23:36:49|2023-04-02T00:14:49|2023-04-02T00:59:49|gpunode4|billing=10,cpu=5,gres/gpu=11,mem=523G,node=1|QOSMaxJobsPerUserLimit
5020|hpc|user.27|COMPLETED|gpu|6|289G|3-00:00:00|2023-04-01T23:25:49|2023-04-02T00:15:49|2023-04-02T18:41:49|gpunode5|billing=10,cpu=6,gres/gpu=2,mem=289G,node=1|None
5021|hpc|user.96|COMPLETED|gpu|14|61G|3-00:00:00|2023-04-02T00:17:49|2023-04-02T03:48:49|2023-04-02T10:27:49|gpunode6|billing=10,cpu=14,gres/gpu=4,mem=61G,node=1|None
5022|hpc|user.13|COMPLETED|gpu|3|200G|3-00:00:00|2023-04-02T00:20:49|2023-04-02T00:50:49|2023-04-02T14:06:49|gpunode7|billing=10,cpu=3,gres/gpu=1,mem=200G,node=1|None
5023|hpc|user.46|COMPLETED|gpu|66|777G|3-00:00:00|2023-04-01T23:39:49|2023-04-02T05:25:49|2023-04-02T18:57:49|gpunode8|billing=10,cpu=66,gres/gpu=15,mem=777G,node=1|QOSMaxJobsPerUserLimit
5024|hpc|user.46|COMPLETED|gpu|66|777G|3-00:00:00|2023-04-01T21:29:49|2023-04-01T23:39:49|2023-04-02T14:06:49|gpunode8|billing=10,cpu=66,gres/gpu=14,mem=777G,node=1|None
5025|hpc|user.88|COMPLETED|gpu|9|233G|3-00:00:00|2023-04-01T21:49:49|2023-04-01T23:02:49|2023-04-02T18:18:49|gpunode9|billing=10,cpu=9,gres/gpu=2,mem=233G,node=1|None
5026|hpc|user.36|COMPLETED|gpu|109|343G|3-00:00:00|2023-04-01T23:26:49|2023-04-01T23:37:49|2023-04-02T06:19:49|gpunode10|billing=10,cpu=109,gres/gpu=11,mem=343G,node=1|None
5027|hpc|user.36|COMPLETED|gpu|109|343G|3-00:00:00|2023-04-02T00:08:49|2023-04-02T06:55:49|2023-04-02T18:37:49|gpunode10|billing=10,cpu=109,gres/gpu=11,mem=343G,node=1|ReqNodeNotAvail
5028|hpc|user.32|COMPLETED|cpu|11|23G|3-00:00:00|2023-04-02T21:00:49|2023-04-02T22:28:49|2023-04-03T00:52:49|node1|billing=10,cpu=11,mem=23G,node=1|QOSMaxJobsPerUserLimit
5029|hpc|user.72|COMPLETED|cpu|56|259G|3-00:00:00|2023-04-02T21:59:49|2023-04-02T22:58:49|2023-04-03T02:31:49|node2|billing=10,cpu=56,mem=259G,node=1|None
5030|hpc|user.77|COMPLETED|cpu|39|208G|3-00:00:00|2023-04-02T21:06:49|2023-04-02T22:12:49|2023-04-03T14:33:49|node3|billing=10,cpu=39,mem=208G,node=1|None
5031|hpc|user.92|COMPLETED|cpu|2|318G|3-00:00:00|2023-04-03T00:15:49|2023-04-03T03:24:49|2023-04-03T23:01:49|node4|billing=10,cpu=2,mem=318G,node=1|None
5032|hpc|user.80|COMPLETED|cpu|23|28G|3-00:00:00|2023-04-02T22:47:49|2023-04-03T02:20:49|2023-04-03T07:22:49|node5|billing=10,cpu=23,mem=28G,node=1|None
5033|hpc|user.92|COMPLETED|cpu|66|99G|3-00:00:00|2023-04-02T21:16:49|2023-04-02T23:31:49|2023-04-02T23:38:49|node6|billing=10,cpu=66,mem=99G,node=1|None
5034|hpc|user.65|COMPLETED|cpu|48|346G|3-00:00:00|2023-04-02T23:15:49|2023-04-03T01:48:49|2023-04-03T05:28:49|node7|billing=10,cpu=48,mem=346G,node=1|None
5035|hpc|user.62|COMPLETED|cpu|30|762G|3-00:00:00|2023-04-02T23:41:49|2023-04-03T03:34:49|2023-04-03T09:35:49|node8|billing=10,cpu=30,mem=762G,node=1|None
5036|hpc|user.93|COMPLETED|cpu|20|21G|3-00:00:00|2023-04-02T22:20:49|2023-04-03T00:56:49|2023-04-03T19:31:49|node9|billing=10,cpu=20,mem=21G,node=1|None
5037|hpc|user.95|COMPLETED|cpu|33|575G|3-00:00:00|2023-04-02T22:33:49|2023-04-03T02:04:49|2023-04-03T04:23:49|node10|billing=10,cpu=33,mem=575G,node=1|None
5038|hpc|user.56|COMPLETED|gpu|40|146G|3-00:00:00|2023-04-02T22:05:49|2023-04-02T22:21:49|2023-04-03T10:49:49|gpunode1|billing=10,cpu=40,gres/gpu=2,mem=146G,node=1|None
5039|hpc|user.95|COMPLETED|gpu|11|37G|3-00:00:00|2023-04-02T23:36:49|2023-04-03T00:44:49|2023-04-03T19:41:49|gpunode2|billing=10,cpu=11,gres/gpu=4,mem=37G,node=1|None
5040|hpc|user.70|COMPLETED|gpu|12|48G|3-00:00:00|2023-04-02T23:20:49|2023-04-03T01:25:49|2023-04-03T20:56:49|gpunode3|billing=10,cpu=12,gres/gpu=2,mem=48G,node=1|None
5041|hpc|user.94|COMPLETED|gpu|33|328G|3-00:00:00|2023-04-02T22:34:49|2023-04-03T04:27:49|2023-04-03T21:38:49|gpunode4|billing=10,cpu=33,gres/gpu=15,mem=328G,node=1|QOSMaxJobsPerUserLimit
5042|hpc|user.94|COMPLETED|gpu|33|328G|3-00:00:00|2023-04-02T21:22:49|2023-04-02T21:46:49|2023-04-03T07:27:49|gpunode4|billing=10,cpu=33,gres/gpu=14,mem=328G,node=1|None
5043|hpc|user.65|COMPLETED|gpu|56|101G|3-00:00:00|2023-04-03T00:24:49|2023-04-03T01:50:49|2023-04-03T22:20:49|gpunode5|billing=10,cpu=56,gres/gpu=1,mem=101G,node=1|None
5044|hpc|user.88|COMPLETED|gpu|8|54G|3-00:00:00|2023-04-02T22:26:49|2023-04-02T23:47:49|2023-04-03T15:59:49|gpunode6|billing=10,cpu=8,gres/gpu=4,mem=54G,node=1|Dependency
5045|hpc|user.91|COMPLETED|gpu|5|102G|3-00:00:00|2023-04-03T00:12:49|2023-04-03T03:47:49|2023-04-03T10:34:49|gpunode7|billing=10,cpu=5,gres/gpu=2,mem=102G,node=1|None
5046|hpc|user.5|COMPLETED|gpu|20|800G|3-00:00:00|2023-04-02T21:08:49|2023-04-03T03:58:49|2023-04-03T19:25:49|gpunode8|billing=10,cpu=20,gres/gpu=11,mem=800G,node=1|None
5047|hpc|user.5|COMPLETED|gpu|20|800G|3-00:00:00|2023-04-02T22:38:49|2023-04-03T05:26:49|2023-04-03T16:05:49|gpunode8|billing=10,cpu=20,gres/gpu=10,mem=800G,node=1|Dependency
5048|hpc|user.71|COMPLETED|gpu|1|132G|3-00:00:00|2023-04-02T21:04:49|2023-04-02T23:10:49|2023-04-02T23:58:49|gpunode9|billing=10,cpu=1,gres/gpu=1,mem=132G,node=1|None
5049|hpc|user.33|COMPLETED|gpu|62|389G|3-00:00:00|2023-04-02T21:30:49|2023-04-02T23:19:49|2023-04-03T10:29:49|gpunode10|billing=10,cpu=62,gres/gpu=13,mem=389G,node=1|None
5050|hpc|user.33|COMPLETED|gpu|62|389G|3-00:00:00|2023-04-02T23:06:49|2023-04-03T04:34:49|2023-04-03T17:14:49|gpunode10|billing=10,cpu=62,gres/gpu=14,mem=389G,node=1|QOSMaxJobsPerUserLimit
5051|hpc|user.48|COMPLETED|cpu|12|89G|3-00:00:00|2023-04-03T23:39:49|2023-04-04T02:23:49|2023-04-04T02:41:49|node1|billing=10,cpu=12,mem=89G,node=1|None
5052|hpc|user.23|COMPLETED|cpu|29|7G|3-00:00:00|2023-04-03T22:49:49|2023-04-04T00:17:49|2023-04-04T01:55:49|node2|billing=10,cpu=29,mem=7G,node=1|None
5053|hpc|user.73|COMPLETED|cpu|9|17G|3-00:00:00|2023-04-04T00:53:49|2023-04-04T04:23:49|2023-04-05T02:28:49|node3|billing=10,cpu=9,mem=17G,node=1|None
5054|hpc|user.80|COMPLETED|cpu|16|302G|3-00:00:00|2023-04-03T23:14:49|2023-04-04T03:04:49|2023-04-04T22:48:49|node4|billing=10,cpu=16,mem=302G,node=1|None
5055|hpc|user.17|COMPLETED|cpu|2|89G|3-00:00:00|2023-04-03T23:30:49|2023-04-04T00:37:49|2023-04-04T15:57:49|node5|billing=10,cpu=2,mem=89G,node=1|None
5056|hpc|user.14|COMPLETED|cpu|92|243G|3-00:00:00|2023-04-03T21:22:49|2023-04-03T22:59:49|2023-04-04T17:14:49|node6|billing=10,cpu=92,mem=243G,node=1|None
5057|hpc|user.76|COMPLETED|cpu|3|375G|3-00:00:00|2023-04-04T00:23:49|2023-04-04T04:16:49|2023-04-04T08:21:49|node7|billing=10,cpu=3,mem=375G,node=1|None
5058|hpc|user.88|COMPLETED|cpu|6|240G|3-00:00:00|2023-04-03T23:01:49|2023-04-04T00:16:49|2023-04-04T15:54:49|node8|billing=10,cpu=6,mem=240G,node=1|None
5059|hpc|user.83|COMPLETED|cpu|13|85G|3-00:00:00|2023-04-03T22:20:49|2023-04-04T00:54:49|2023-04-04T15:50:49|node9|billing=10,cpu=13,mem=85G,node=1|None
